id_a	source_a	name_a	id_b	source_b	name_b	distance_m	name_score
ab68d084-de49-49b6-b994-b72369e23ccd	fazwaz	The Link Sukhumvit 64	ceb1d5a4-9fbe-4f23-b967-38efd47bde4a	dotproperty	The Link Sukhumvit 64	12.5	1.000
69be9dff-d19d-49f1-b261-b3e15b761807	fazwaz	The Madison	b18aa697-73fb-483f-bb31-2f80ed0d5ad1	dotproperty	The Madison	12.6	1.000
69be9dff-d19d-49f1-b261-b3e15b761807	fazwaz	The Madison	ebbb7f45-3eb6-4f48-bc2d-b10d1eb8a842	dotproperty	The Madison	12.6	1.000
4f1f1222-dce5-4571-8d34-4a24fa61b496	dotproperty	FYNN Sukhumvit 31	ac37b83a-eb13-4b41-9c4e-2b98e5fcfbe7	fazwaz	FYNN Sukhumvit 31	12.6	1.000
6495cb60-c2d8-4558-a41a-0822e9328017	dotproperty	So Origin Sukhumvit 105	d8214056-4fcb-4128-a69b-d10eb2911a24	fazwaz	So Origin Sukhumvit 105	12.7	1.000
02fe58ae-e84f-4565-956b-0a901e182d80	dotproperty	PYNN Pridi 20	f5b4694e-88ab-4435-a181-c10b73ed1d44	fazwaz	PYNN Pridi 20	12.8	1.000
ed9f4b79-1eef-49dc-90d9-ba56b21ba86d	fazwaz	Sathorn Happy Land Tower	f8d8e777-63bd-4010-a1d4-db2ffa25a0e4	dotproperty	Sathorn Happy Land Tower	12.8	1.000
2cf3ba05-309e-45a9-a1b7-5ffa68b83fd6	dotproperty	Blossom Condo @ Sathorn-Charoenrat	bcebe424-0862-430a-9011-24dfa1978fb9	fazwaz	Blossom Condo @ Sathorn-Charoenrat	13.0	1.000
b0a0a231-ea9c-424e-aa88-25f318a68e5a	dotproperty	Maestro 01 Sathorn-Yenakat	e6fbe896-6179-4dbb-9073-39cb51a2d1e2	fazwaz	Maestro 01 Sathorn-Yenakat	13.2	1.000
21cbecc5-eaac-416b-9938-b374c5de59a3	fazwaz	The Seed Mingle	671f2c70-c469-4dbe-81e3-108e1900b256	dotproperty	The Seed Mingle	13.3	1.000
21cbecc5-eaac-416b-9938-b374c5de59a3	fazwaz	The Seed Mingle	d18fa878-8ee5-45ff-b6ff-c9bfc84082e9	dotproperty	The Seed Mingle	13.3	1.000
17a3cb49-9050-4122-8c3a-65120c8955d1	ddproperty	La Citta Delre Thonglor 16	7a32b333-0613-4081-b92d-3a4945b63ce9	fazwaz	La Citta Delre Thonglor 16	13.4	1.000
1c1ad9bf-c826-433e-bdcb-d9440f90de1a	dotproperty	Culture Thonglor	f120fca7-b889-4c71-9618-07dd72fb09ed	fazwaz	Culture Thonglor	13.8	1.000
800725b0-e392-4a6f-9ce8-1a62c81dbce9	ddproperty	PYNE by Sansiri	86437261-09e5-401f-90a8-d7f05292a5a7	fazwaz	Pyne by Sansiri	13.8	1.000
426be01f-9ecd-4978-87ba-148a26a657a9	fazwaz	Zenith Place Sukhumvit 42	7b82da93-cd74-49e9-bd70-f70869443afa	dotproperty	Zenith Place Sukhumvit 42	13.8	1.000
39d4f3db-5808-4229-8feb-ef4c1fb066c9	fazwaz	Flexi Riverview - Charoennakorn	d86fa8b4-8f87-47b0-9b41-c3afca25d162	dotproperty	Flexi Riverview - Charoennakorn	13.9	1.000
edc11cd8-b115-4167-884c-0b7e4716c43f	dotproperty	Baan Siri 31	ff68c880-685c-48a3-9e28-b7f492651639	fazwaz	Baan Siri 31	14.0	1.000
9334de5d-c36e-4044-ba0f-87a59de2c1bc	dotproperty	Penthouse Condominium 3	9e4f703d-5e8d-4d16-b309-c0dd55a0547f	fazwaz	Penthouse Condominium 3	14.2	1.000
b2225332-7ebf-44b2-b50a-d1fcd55bbd33	fazwaz	Vibhavadi Suite	defc5010-ca9a-4d39-a7da-3395cbceacef	dotproperty	Vibhavadi Suite	14.2	1.000
3a034fa2-75f9-4ed5-83db-16af7e094ac3	dotproperty	Ceil by Sansiri	c079e034-4fed-4436-8a48-c8765eaa48c9	ddproperty	CEIL by Sansiri	14.3	1.000
1e9892c0-456a-431b-9c92-1e13dbb28340	dotproperty	Chewathai Residence Thonglor	dd39b221-0cb4-4d2e-be51-b82b0cba2449	fazwaz	Chewathai Residence Thonglor	14.4	1.000
426c84ff-901e-4931-a7c6-313a68812b02	dotproperty	Sukhumvit House	fa0e29c2-c48a-4780-a12f-1bb402a6770f	fazwaz	Sukhumvit House	14.7	1.000
429b1c0f-a2c9-4ea9-8e00-43b3fe28f506	dotproperty	Origin Residences Sukhumvit	d5ac8a3b-0e38-44da-8b47-4c2eeb0cca49	fazwaz	Origin Residences Sukhumvit	14.9	1.000
0472d4e6-5959-4f66-aae0-09256dbf57c8	dotproperty	Condolette Pixel Sathorn	0871f745-b0c3-4a16-a15a-694324d12b62	fazwaz	Condolette Pixel Sathorn	15.0	1.000
b4c7f344-da4d-4941-8601-4809e5a51ed0	dotproperty	Cloud Residences SKV 23	ef782cc8-a155-433d-9e01-f81a80d109c3	fazwaz	Cloud Residences SKV23	15.1	1.000
2e0bfb58-9338-4f5f-9191-f72e8b22d1bf	dotproperty	Modiz Collection Bangpho	c442ba36-353b-4af7-8963-6ed10361f7cf	fazwaz	Modiz Collection Bangpho	15.1	1.000
71cbacb9-9751-4596-803b-6025efee1184	fazwaz	U Sabai Rama 4 - Kluaynamthai	ce38af66-f7ef-4dc2-9b58-a2ed8951c1f3	dotproperty	U Sabai Rama 4 - Kluaynamthai	15.1	1.000
1a9ab4ac-b1da-4dab-8e45-601371d408f8	dotproperty	Ideo Mobi Sukhumvit 40	f2c1aa35-048c-4274-a532-c8078888cbbe	fazwaz	Ideo Mobi Sukhumvit 40	15.2	1.000
0f7e05d5-ff30-48ee-9ad4-c4b22c32aa3e	dotproperty	COZI BTS Saphanmai	9ce83217-aefc-4db2-9333-894f11296d70	fazwaz	COZI BTS Saphanmai	15.4	1.000
5cb144d6-9ee3-4b95-a47f-80fe5670e8e7	dotproperty	The Room Sukhumvit 69	7396bf09-6800-46d3-9f27-40b8c6e58772	fazwaz	The Room Sukhumvit 69	15.5	1.000
7396bf09-6800-46d3-9f27-40b8c6e58772	fazwaz	The Room Sukhumvit 69	df27ab60-137e-4615-9a90-8941dfe74472	dotproperty	The Room Sukhumvit 69	15.5	1.000
4513cd6a-99dd-432e-9e8d-e95406cddfac	ddproperty	Supreme Legend	d9196e17-18c3-46d7-9579-62bd1cfb52b6	dotproperty	Supreme Legend	15.9	1.000
2204c801-e8e4-4be9-8af6-fed44d977429	ddproperty	Surfhouse Residences	310cd2d8-c259-44d5-858a-ba4f29db0fad	dotproperty	Surfhouse Residences	16.0	1.000
952942fd-f498-49a0-bd9d-030b6349348d	ddproperty	Royal Kamala Phuket	b8213b43-b452-446f-924d-88baaf80c706	dotproperty	Royal Kamala Phuket	16.2	1.000
22957332-e0b9-4417-8742-2f30818887ee	dotproperty	HUE Sukhumvit	e817d4da-7177-4286-af69-0474557520f7	fazwaz	Hue Sukhumvit	16.3	1.000
16858816-d4c3-47e4-baa5-ba414ae4d3e6	dotproperty	Origin Play Sri Udom Station	ea7442cc-486b-400e-8741-81e267f5b9d7	fazwaz	Origin Play Sri Udom Station	16.7	1.000
8c139314-048b-4c73-8c79-3eaf4d528526	fazwaz	Sari by Sansiri	aab9742e-9463-4024-8e6a-718f6d307cd9	dotproperty	Sari by Sansiri	16.9	1.000
1054b16c-39cd-4b49-9ec1-5c43320a7552	dotproperty	Villa Sikhara	dd608648-cc4a-4b6f-9147-310b0106e236	fazwaz	Villa Sikhara	16.9	1.000
03e8428c-34de-4569-9403-39fa20c8d503	fazwaz	Maestro 02 Ruamrudee	772c3258-236c-4737-90da-866fed9decb5	dotproperty	Maestro 02 Ruamrudee	16.9	1.000
66d6f508-9fdd-4f42-abe1-693048001ebf	fazwaz	Prime Mansion Sukhumvit 31	976f613f-a779-43b2-bb40-a6cba455835a	dotproperty	Prime Mansion Sukhumvit 31	17.0	1.000
55aad5c5-858b-4526-bf85-3a6697158610	dotproperty	Rhythm Ekkamai Estate	852519e1-cf12-43e6-9de8-1e7554b0887a	ddproperty	Rhythm Ekkamai Estate	17.0	1.000
deeb95a0-d47e-4590-a712-ff98d6c0a5ce	ddproperty	M Thonglor 10	fd8ac9c7-85d2-4de4-b3be-e692314715a5	fazwaz	M Thonglor 10	17.1	1.000
61bb5b98-b672-42a8-8260-637567197dc5	dotproperty	Supalai Premier Place Asoke	bc8c9814-444d-4f67-ae10-12d9155af6eb	fazwaz	Supalai Premier Place Asoke	17.2	1.000
47ea9ed6-ce8a-402f-9739-74d1f1b70695	fazwaz	Quad Silom	5e1cad37-f681-4e24-91bb-8d37dd86c732	dotproperty	Quad Silom	17.3	1.000
475b211c-ed34-48eb-9295-ef6d3f72e7ba	dotproperty	NUE Evo Ari	5dc26766-335f-490b-a01e-a4cf804c8de2	fazwaz	Nue Evo Ari	17.3	1.000
78a51c6d-38b0-4679-9614-1e6c83e1f3a0	dotproperty	The Ozone Signature Condominium	8bf1886b-bec3-44da-b4f4-68e8f9295808	ddproperty	The Ozone Signature Condominium	17.4	1.000
732372dc-466a-41ff-9032-c97ae334a4a6	fazwaz	KnightsBridge Kaset - Society	b8106160-964d-4e37-9b11-cb39053abc39	dotproperty	Knightsbridge Kaset Society	17.6	1.000
7ba36d2d-b726-4fcd-9622-ef50289a808d	dotproperty	Liberty Park 2	a790c078-081c-4914-8c97-5f212ae4db9f	fazwaz	Liberty Park 2	17.6	1.000
1710b6c7-247d-4bc5-9c43-156431f303ff	ddproperty	The Zero Nai Yang	94ce1d7e-b3ee-480f-a2f7-77ea2e2ddbd3	dotproperty	The Zero Nai Yang	17.7	1.000
9bbf96e5-581e-4b82-9ffd-bfa05b0c36bb	fazwaz	Bangkok Feliz Sukhumvit 69-2	e7643d4f-c76c-4703-b651-1073b5518693	dotproperty	Bangkok Feliz Sukhumvit 69-2	17.8	1.000
22300239-4d05-4fb8-b571-da92ba27111f	dotproperty	The Bangkok Thonglor	5884bf2a-0aa1-4a54-968d-62ce2a251887	fazwaz	The Bangkok Thonglor	18.2	1.000
5884bf2a-0aa1-4a54-968d-62ce2a251887	fazwaz	The Bangkok Thonglor	7948a613-6325-478b-80d0-5b5ed4154d8b	dotproperty	The Bangkok Thonglor	18.2	1.000
5b2d9ece-4ac4-40c8-8f5f-ddbfe922c91f	fazwaz	Tree Condo Sukhumvit 42	681794bc-30d7-4b53-9230-3b7b07b21b2e	dotproperty	Tree Condo Sukhumvit 42	18.5	1.000
88b03ef8-baa5-4452-97df-7f0b9dfac9d8	dotproperty	Noble Ambience Sukhumvit 42	bead9df0-463a-44dc-8c16-ab1685ef9153	fazwaz	Noble Ambience Sukhumvit 42	18.5	1.000
68a210fc-9188-4c08-9ac3-970019368eb5	fazwaz	XVI The Sixteenth Condominium	e8bf8261-1ebe-4fbf-a444-73600e596003	dotproperty	XVI The Sixteenth Condominium	18.6	1.000
20e09849-b2c9-4152-b673-7a828ff1dfb0	fazwaz	Acadamia Grand Tower	4b133bb0-471b-43a3-bd0c-cccc3258abed	dotproperty	Acadamia Grand Tower	18.7	1.000
82fbd331-89b9-4ad6-89d3-14686922723b	ddproperty	Landmark @MRTA Station	8c5b5b36-2617-49fe-b279-15da2720ec76	dotproperty	Landmark @MRTA Station	18.8	1.000
7dd072d7-a92f-475a-a210-f88c3f09567b	fazwaz	Condo One Thonglor	b39e0cf4-9b11-462b-8c3a-cb4a7454efa7	dotproperty	Condo One Thonglor	18.9	1.000
702ce732-d16f-4dde-89d2-d0ded3cdd71d	fazwaz	KnightsBridge Space Sukhumvit-Rama 4	86e68c8e-2b90-441b-8d69-654711ffedbb	dotproperty	KnightsBridge Space Sukhumvit-Rama 4	19.1	1.000
55b63da2-a35e-4906-909f-d5fe585059e4	dotproperty	La Citta Delre Thonglor 16	7a32b333-0613-4081-b92d-3a4945b63ce9	fazwaz	La Citta Delre Thonglor 16	19.2	1.000
1604f34d-1178-43ca-a3c6-94652e097992	dotproperty	Rhythm Asoke 2	f7182382-ca85-4c58-be50-b2f9ca72d632	fazwaz	Rhythm Asoke 2	19.2	1.000
2c0f2dcc-940e-4ff1-9f24-6af00e7e61a4	dotproperty	Reference Ekkamai	54b2fdef-4e1a-498b-9101-e508ba4ba3a9	fazwaz	Reference Ekkamai	19.4	1.000
34d3818e-c733-401d-aef8-1ed383a4d868	fazwaz	Atmoz Tropicana Bangna	3c1bf25c-31b7-4d82-8150-b39bc50bda76	dotproperty	Atmoz Tropicana Bangna	19.6	1.000
54ab01ed-6c7c-4b07-b494-debb88a3abfd	dotproperty	Voque Sukhumvit 31	f959e6a2-b814-4f1d-a49a-2ee70d350bf9	fazwaz	Voque Sukhumvit 31	19.7	1.000
79ce9b7f-6ced-482c-9205-8980a87141ab	ddproperty	Cloud Thonglor-Phetchaburi	bcf588a1-0081-4ec5-8498-300e5e315f26	dotproperty	CLOUD Thonglor-Phetchaburi	20.0	1.000
041cdf8d-123d-4f97-b34f-b180978f93a1	fazwaz	Kiarti Thanee City Mansion	d476b071-60a1-4799-b514-7395a8b74a0b	dotproperty	Kiarti Thanee City Mansion	20.0	1.000
51572ee1-3b82-472d-8f05-b760e6c7f422	fazwaz	Quintara Phume Sukhumvit 39	515fee41-8f01-4355-98e2-b89e281c9e0e	dotproperty	 Quintara Phume Sukhumvit 39	20.1	1.000
37f26fcf-443d-44ca-aeee-77dce89bc075	dotproperty	Supalai City Resort Ratchayothin - Phaholyothin 32	576ca285-04a9-48db-b709-cd8d2537a9d8	fazwaz	Supalai City Resort Ratchayothin - Phaholyothin 32	20.4	1.000
8b3a4ff0-7cf6-4033-b7a5-ee4a2bbfa133	fazwaz	XT10 Ekkamai	cc33256e-c7a2-48e3-8a3b-d0152d432a67	dotproperty	XT10 Ekkamai	20.6	1.000
49709822-c915-4c5b-9bf4-83746a6992d9	dotproperty	The Excel Ratchada 18	c7a91e10-4de0-427e-bfcf-9f4f67b5ac52	fazwaz	The Excel Ratchada 18	20.6	1.000
b6914bef-8b9f-487f-aba3-3bcaafb675a6	dotproperty	The Excel Ratchada 18	c7a91e10-4de0-427e-bfcf-9f4f67b5ac52	fazwaz	The Excel Ratchada 18	20.6	1.000
65f165fb-fe3c-4481-9ff3-b89b9e490b3c	dotproperty	Lake Green	67f722ba-012a-44d3-b9f7-1e1e3082f9bd	fazwaz	Lake Green Condominium	20.7	1.000
36b00dc0-d307-4ec4-9ff5-e9f296d8fce2	ddproperty	Dcondo Creek Phuket	add4cea9-6def-47c5-8d4b-e8a09ab36903	dotproperty	D Condo Creek Phuket	20.7	1.000
805d67d9-d21f-46f9-af87-574cf4854dbc	dotproperty	Ideo Verve Ratchaprarop	c56a556f-fcfc-46b8-ac7e-c1e18f92131c	fazwaz	Ideo Verve Ratchaprarop	21.0	1.000
620f8450-9609-4c11-9a84-bc6c41013828	dotproperty	Circle Sukhumvit 31	c756b23c-e4af-43fc-88b0-3a45ea7f493e	fazwaz	Circle Sukhumvit 31	21.1	1.000
ff6433fd-d8ee-436e-9bac-d8cb0f23fd90	dotproperty	Venio Sukhumvit 10	ffeb52b9-2362-4705-a3f4-bae9793d50ec	fazwaz	Venio Sukhumvit 10	21.1	1.000
4c03ebf1-6dfa-4aa5-8b41-d404614d7be2	fazwaz	The Room Sathorn-TanonPun	f258fc53-539c-4b69-ad05-b60a5eb0ff74	dotproperty	The Room Sathorn - TanonPun	21.3	1.000
4c03ebf1-6dfa-4aa5-8b41-d404614d7be2	fazwaz	The Room Sathorn-TanonPun	f957d197-77d9-4124-8f4c-5d9e376f358f	dotproperty	The Room Sathorn - TanonPun	21.3	1.000
54bbd940-02b7-453b-8dd4-d275f4879e3a	dotproperty	Ficus Lane	a0a7df2b-3a06-41e0-abee-d20293898846	fazwaz	Ficus Lane	21.3	1.000
e62c030d-aaf2-4823-b299-ada0447a14fa	fazwaz	Ideo Sukhumvit 93	e8043306-e470-4505-9001-c8a3c0d4efe7	dotproperty	Ideo Sukhumvit 93	21.4	1.000
535c0664-ad5b-43d9-89a7-785bb434361b	fazwaz	Vela De Condo UTCC - Vipawadee 2	8eed309e-0461-4d8e-add1-f48cca877fce	dotproperty	Vela De Condo UTCC - Vipawadee 2	21.4	1.000
c4d55a3e-3038-4aca-b5a1-2ab245ee5714	dotproperty	Zenith Place @ Sukhumvit	ee98366a-f100-4d52-91ef-72d16d07c708	fazwaz	Zenith Place Sukhumvit	21.5	1.000
525b6407-44c2-4271-9312-cd63a8de1d69	fazwaz	Circle Living Prototype	d1aa8529-759a-4c54-bdbd-1d0ba0eea517	dotproperty	Circle Living Prototype	21.7	1.000
30876921-8438-46c4-bc27-932c06aea996	dotproperty	XT Ekkamai	44842273-e151-4753-9c66-974b28907c5a	fazwaz	XT Ekkamai	22.1	1.000
afa06782-2932-4aa4-86bd-b5a428104b6d	fazwaz	Niche Pride Ekkamai	bc63301d-eb69-457d-aa71-5d22aa6c2b57	dotproperty	Niche Pride Ekkamai	22.3	1.000
785e089f-4ed3-4bfb-b034-aef61efd9f8b	dotproperty	The Green Condo III	b0eeeb6f-bed4-47aa-b1e9-0b652ed383a8	fazwaz	The Green Condo III	22.4	1.000
9a7f2666-b95e-4134-b491-4cd00bf91641	dotproperty	The Green Condo III	b0eeeb6f-bed4-47aa-b1e9-0b652ed383a8	fazwaz	The Green Condo III	22.4	1.000
1232e5ed-4654-4cfa-8ab4-dd8d54e731f4	ddproperty	XT Ekkamai	44842273-e151-4753-9c66-974b28907c5a	fazwaz	XT Ekkamai	22.4	1.000
65bb2189-a0c1-4756-b907-b4f9ac442a60	dotproperty	Baan Ploenchit	82f7fea7-f95d-4403-9ac1-ec3a3585c73d	fazwaz	Baan Ploenchit	22.7	1.000
aa00d556-be9d-4dc7-bbc8-38b0e4fb1b86	dotproperty	Rhythm Ratchada-Huai Khwang	acfc3f10-725a-4eaf-a77f-ab9f3e2d8f95	fazwaz	Rhythm Ratchada - Huai Khwang	22.8	1.000
6072537b-523a-4ddb-a605-1f68496b686a	dotproperty	Ideo Sukhumvit - Rama 4	b584e1aa-01e1-4094-b0c2-80651e257081	fazwaz	Ideo Sukhumvit - Rama 4	23.1	1.000
2ace9f9a-aa63-4406-b24d-890befad7c2d	ddproperty	The Royal Place Condominium	ac7bbbdf-1520-45f3-b565-70661cd233e1	dotproperty	The Royal Place Condominium	23.2	1.000
6caa3b24-e751-427e-a923-3eeff93fafd5	dotproperty	Lumpini Ville Sukhumvit 77	ae6abb89-7349-48d5-957d-e9f8a116c6ea	fazwaz	Lumpini Ville Sukhumvit 77	23.3	1.000
c92d4b62-caa5-4b95-b086-09f8bde05815	fazwaz	Siri At Sukhumvit	e7128795-4026-4667-a4ea-089005f859da	dotproperty	Siri at Sukhumvit	23.5	1.000
d213dc90-cbdd-40bc-ad37-3f8efbe8bb44	dotproperty	Artemis Sukhumvit 77	dc658e31-3701-410e-882f-d5605e51a731	fazwaz	Artemis Sukhumvit 77	23.6	1.000
0739ad16-0798-4213-b6ff-29268a51d967	dotproperty	The Crest Sukhumvit 49	f77372bd-8372-46f7-9bc8-f949e644f310	fazwaz	The Crest Sukhumvit 49	23.6	1.000
f77372bd-8372-46f7-9bc8-f949e644f310	fazwaz	The Crest Sukhumvit 49	f893d580-55b0-49ff-90ed-57f0bca43d48	dotproperty	The Crest Sukhumvit 49	23.6	1.000
6d881e96-3705-45db-a317-b02ad1ac0da9	dotproperty	LYSS Ratchayothin	9ef3b345-19be-4fa0-9ca7-833702f7f1f3	fazwaz	Lyss Ratchayothin	23.9	1.000
248c5be3-1f40-459e-97da-8a16cfe4f6f2	dotproperty	The City Phuket	2e0eaae4-6acb-4825-9c5f-71af85f29c1c	ddproperty	The City Phuket	24.1	1.000
619f3053-c317-4c7c-b61a-6f14ad1a958b	fazwaz	Fifty Fifth Tower	62dd2d89-5db8-4f74-843f-b3b113ea2dbc	dotproperty	Fifty Fifth Tower	24.3	1.000
4dda1881-75e2-41c3-ace5-c96667cab96f	dotproperty	The Unique Ladprao 26	620d8db5-6b3a-4e42-8521-a11c915a8a21	fazwaz	The Unique Ladprao 26	24.4	1.000
620d8db5-6b3a-4e42-8521-a11c915a8a21	fazwaz	The Unique Ladprao 26	9c006922-99ab-49dd-8ea2-24c87444a785	dotproperty	The Unique Ladprao 26	24.4	1.000
3a3d2be9-4403-4bbd-b2ea-888cb3ca3fac	dotproperty	IDEO Mobi Sukhumvit 66	a89e0c4b-87ae-4bcf-a0b1-81848cae2dac	fazwaz	Ideo Mobi Sukhumvit 66	24.5	1.000
0558fd83-c33b-4582-a227-db2d6df37164	fazwaz	The Winning Tower	164169d6-aba8-49e6-836c-ce0df59a9053	dotproperty	The Winning Tower	24.6	1.000
0558fd83-c33b-4582-a227-db2d6df37164	fazwaz	The Winning Tower	455f88ca-7e69-4636-b24f-80e88e61fcf7	dotproperty	The Winning Tower	24.6	1.000
09bf3138-7031-4c27-84d6-2c8bebf1996c	dotproperty	 The Extro Phayathai - Rangnam	aea760c9-74fe-4208-ad9d-8f02a6cb9e6f	fazwaz	The Extro Phayathai - Rangnam	24.8	1.000
aea760c9-74fe-4208-ad9d-8f02a6cb9e6f	fazwaz	The Extro Phayathai - Rangnam	de790739-5ac6-4a02-9e08-033c56a244bd	dotproperty	 The Extro Phayathai - Rangnam	24.8	1.000
10df73be-aff2-4e87-b000-f6690cdde82f	dotproperty	Walden Thonglor 8	785541fc-2bcb-4b29-81f4-64fc92c7a387	fazwaz	Walden Thonglor 8 condominium	24.9	1.000
036aaa24-7faf-4567-b143-f88ee5843a91	fazwaz	First Tower	89b92b22-b08d-47d2-a7ce-6cc7a3cbf934	dotproperty	First Tower condominium	24.9	1.000
8b8835f3-83c1-4d3a-8600-27308d9833b4	dotproperty	Beverly 33	e6505458-11eb-4957-9e16-e8223972c65f	fazwaz	Beverly 33	25.0	1.000
408b8bba-4710-42c8-9d5d-c2dadf1afdf7	dotproperty	The Crest Sukhumvit 24	78fa08e2-c228-4428-b91f-aa75763e495d	fazwaz	The Crest Sukhumvit 24	25.3	1.000
6838914c-cddb-44e0-abf4-00437c83c136	dotproperty	The Crest Sukhumvit 24	78fa08e2-c228-4428-b91f-aa75763e495d	fazwaz	The Crest Sukhumvit 24	25.3	1.000
994ea0cf-2786-498b-96e6-4a56311fc904	dotproperty	The Pillar	b990e753-ad40-4bb2-9eb1-84ff0f67a161	fazwaz	The Pillar	25.9	1.000
b990e753-ad40-4bb2-9eb1-84ff0f67a161	fazwaz	The Pillar	f89e666d-6390-4f6f-9904-3bff61af668d	dotproperty	The Pillar	25.9	1.000
342299ee-cdc3-4bcc-bc7e-a4a1b3d92f1f	dotproperty	SOCIO Ruamrudee	fc95a4d4-25d9-4521-a3ae-165d06b42c4c	fazwaz	SOCIO Ruamrudee	26.2	1.000
a2d5781b-dce3-4d3e-83c9-a788140f9e28	fazwaz	The Crest Park Residences	a7d38345-10de-4653-8c10-f52e25c3d126	dotproperty	The Crest Park Residences	26.3	1.000
a2d5781b-dce3-4d3e-83c9-a788140f9e28	fazwaz	The Crest Park Residences	dc3482ff-ad97-4765-a4d1-9fa598fdff38	dotproperty	The Crest Park Residences	26.3	1.000
49b9e0a5-9a7e-4fe2-80c5-4af58310f23b	fazwaz	Le Rich Sathorn-Satupradit	8b3bfa81-3e9e-4160-8b0e-c69e15a340f9	dotproperty	Le Rich Sathorn - Satupradit	26.4	1.000
0796bb5f-5f71-40a7-aeca-72570b0a1402	dotproperty	Whizdom Craftz Samyan	4c0f2eaf-e52b-4560-99db-7b389da0cdbb	fazwaz	Whizdom Craftz Samyan	26.7	1.000
86589705-bd32-418c-8d7c-e76749d3917c	dotproperty	PB Penthouse 2	99c65583-3218-43ba-9104-c9ee81a137a2	fazwaz	PB Penthouse 2	27.0	1.000
3260fd86-41c0-4777-9245-60864b59ca01	dotproperty	Regent on the Park 3	3bd5f174-3b49-4f91-8c35-a0bada564ff1	ddproperty	Regent On The Park 3	27.1	1.000
3a1312a4-327e-436a-935e-4e2a57dbdda8	dotproperty	Wish @ Samyan	61164efb-6877-4536-b5d8-0c19b7f35b04	fazwaz	Wish @ Samyan	27.3	1.000
ac0720d2-17eb-40a9-ade2-abd85a66b9a2	fazwaz	Liv At 49	c28ff4bf-130f-44cf-ab3c-79117703daec	dotproperty	Liv At 49	27.8	1.000
747a308c-e9ce-4f1c-943d-bbeaabd01e39	dotproperty	Prive by Sansiri	c6b718a6-32ce-4e53-8d90-8756cd295e08	fazwaz	Prive by Sansiri	28.0	1.000
b6041a0d-c63d-4890-bd2b-c08402477488	fazwaz	Noble Reflex	b759d27e-6b37-48ea-aa2f-a3f0e8cdb2f0	dotproperty	Noble Reflex	28.3	1.000
358d5c19-4acf-4276-804f-0481612ffc99	fazwaz	KnightsBridge Prime Ratchayothin	5932b739-015a-40c5-b062-efa54364c7e2	dotproperty	KnightsBridge Prime Ratchayothin	28.6	1.000
bdc491bb-c749-4b16-b46c-1d9574134a33	dotproperty	Ideo Sathorn - Wongwian Yai	e9b1262e-5a39-4a1e-a758-37a66a8a5e96	fazwaz	Ideo Sathorn Wongwianyai	28.6	1.000
62c00c98-d3ac-4372-8693-0dbd5f036606	dotproperty	M Thonglor 10	deeb95a0-d47e-4590-a712-ff98d6c0a5ce	ddproperty	M Thonglor 10	28.7	1.000
0a34f6c2-79eb-434b-ab1b-3c1a5f83095a	fazwaz	Lumpini Ville Ramkhamhaeng 60/2	ee45b8c5-ac5c-45c0-98e7-5ae37a092890	dotproperty	Lumpini Ville Ramkhamhaeng 60/2	28.8	1.000
9a329619-acbb-4536-8c90-9867a5916281	fazwaz	Icondo Sukhumvit 105	c0b88e03-aa49-4fbf-a785-a39a8cba7967	dotproperty	iCondo Sukhumvit 105	28.8	1.000
c71f8efd-f821-469c-8b27-af28c4c1d1f1	dotproperty	Vista Garden	e2e813e8-f9f0-43b8-88f9-cf0b4e95ee2a	fazwaz	Vista Garden	28.8	1.000
9c96b8e6-f210-48c7-be10-d81f14727650	dotproperty	ReLife The Windy	f24a8dda-30f6-4bbc-851a-c00b56a64847	ddproperty	ReLife The Windy	28.9	1.000
82f4b643-3c38-42c8-879f-efebe6478e2c	dotproperty	Via 49	9d2a4100-fb25-498a-b598-84abf4af0bd3	fazwaz	Via 49	29.5	1.000
1ab2dcac-80a1-40cf-90bc-2db15759b1e5	dotproperty	Q1 Sukhumvit	22a4f6d3-57c5-4c2f-8fdb-4ebe8dff7714	ddproperty	Q1 Sukhumvit	29.6	1.000
1ab2dcac-80a1-40cf-90bc-2db15759b1e5	dotproperty	Q1 Sukhumvit	64c55d46-5258-44f9-8082-5b973847d586	ddproperty	Q1 Sukhumvit	29.6	1.000
07542c73-fa0f-49a2-97f5-c7db46ab1b99	dotproperty	The Concord	d09d8434-dc56-4908-a8e0-46f4e5d7b4bb	fazwaz	The Concord	29.9	1.000
cba0b666-c28e-440c-8815-5f97d93fa79a	dotproperty	The Concord	d09d8434-dc56-4908-a8e0-46f4e5d7b4bb	fazwaz	The Concord	29.9	1.000
32f505c9-0c53-473b-9ff3-044c4dd2aabb	dotproperty	Chapter One Eco Ratchada - Huaikwang	7ac3a12c-5f59-47ee-8209-5fa2073004a8	fazwaz	Chapter One ECO Ratchada - Huaikwang	29.9	1.000
8a20bc72-3c77-4e37-a1aa-67951a4a134e	dotproperty	Baan Yuppayong	f3b5d830-5f93-4345-a392-ac976fdb463d	fazwaz	Baan Yuppayong	30.0	1.000
23c695f0-610d-4034-9d58-7b98eb0e62ae	dotproperty	Supalai Elite Phayathai	4e4d7e66-0b7c-4428-a7b7-31b102f9d840	fazwaz	Supalai Elite Phayathai	30.1	1.000
